fidN200,Cluster_code,ADM1NAMEC254,URBAN_RURAC254,LATNUMN2415,LONGNUMN2415,CorrectedLatitude,CorrectedLongitude,Estimated_dislocation_km,Suburb_town_village,regionC254,educationN2415,time2waterN2415,time2wat_1N2415,electricitN2415,radio_fN2415,tv_fN2415,refridgeraN2415,bicycle_fN2415,motorcycleN2415,car_fN2415,V005_sumN2415,chborn_meaN2415,chdied_meaN2415,poorest_meN2415,poorer_meaN2415,middle_meaN2415,richer_meaN2415,richest_meN2415,discard_houshold_iN100,gini2aN2415,meiEAN2415,fidN200_A,Very_poor,Poor,Average,Wealthy,Very_wealthy,Total_ratings,Median_rating,Poorest_weight,poor_weight,Middle_weight,Wealthy_weight,Wealthiest_weight,buildings_size,roofing_material,roofingcondition,larger_buildings,settlement_structure,building_density,greenery,dominant_landuse,image_colour,road_surface_quality,road_width,roads_coverage,vehicles_presence,farm_sizes,hv270_1_poorest,hv270_2_poor,hv270_3_middle,hv270_4_rich,hv270_5_richest,household_total,mean_score270_comb_R_U,mean270_R_U_separated,median_score_comb_R_U_270,median270a_U_R_separated,Recoded_building_size,Recoded_roofing_mat,Recoded_Roofing_condition,Recoded_Taller_Buildings,Recoded_Gridded,Recoded_clustered,Recoded_scattered,Recoded_low_building_density,Recoded_medium_building_density,Recoded_high_building_density,Recoded_low_greenery,Recoded_medium_greenery,Recoded_high_greenery,Recoded_barelands_dominant,Recoded_agriculture_dominant,Recoded_builtup_dominant,Recoded_image_colouration,Recoded_tarred_road,Recoded_untarred_road,Recoded_wider_roads,Recoded_narrow_roads,Recoded_low_road_coverage,Recoded_high_road_coverage,Recoded_farms_Absent,Recoded_smallfarms,Recoded_largefarms,Recoded_vehicular_presence,Recoded_web_welfare_quintiles,PRE_1,PCP_1
46300,TZ459,Njombe,U,-9.781,34.516,-9.774,34.52,0.93,Mlangali,Njombe,2,6.737,7.823,0,0.6,0.3,0,0.35,0.2,0,10659980,2.95,0.15,0,0.5,0.1,0.65,0.2,20,0.119,254690.1,46300,0,0,1,0,0,1,3,0,0,1,0,0,2,2,3,2,1,3,2,3,3,2,2,2,2,1,0,1,2,15,2,20,4,2,4,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,3,3,0.5
46301,TZ460,Njombe,R,-9.803,34.59,-9.771,34.617,4.36,Mkiu,Njombe,2,35.143,23.172,0.429,0.667,0.238,0,0.333,0.095,0.048,11617284,2.571,0.048,0.95,0.95,0.381,0.333,0.95,21,0.171,211313.429,46301,0,0,1,0,0,1,3,0,0,1,0,0,1,2,3,1,1,2,2,3,3,1,2,2,0,1,2,2,9,6,2,21,3,4,3,4,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,3,2,0.54
46302,TZ461,Njombe,R,-9.905,35.103,-9.896,35.108,1.18,Mavanga,Njombe,2,5.5,5.944,0,0.778,0.167,0,0.278,0.5,0,9521046,2.778,0.278,0,0.56,0.222,0.722,0,18,0.094,216574.222,46302,0,0,0,1,0,1,4,0,0,0,1,0,2,2,2,1,2,2,2,99,3,1,2,2,1,1,0,2,7,10,0,19,3,4,4,5,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,4,3,0.44
46303,TZ462,Njombe,R,-9.843,34.387,-9.851,34.473,9.57,Madunda,Njombe,1,20.438,21.426,0,0.25,0,0,0,0,0,7573072,3.375,0.188,0.625,0.313,0.63,0,0,16,0.063,138220.938,46303,0,0,1,0,0,1,3,0,0,1,0,0,2,2,3,1,2,1,2,2,3,1,2,2,0,1,10,10,1,1,0,22,2,2,2,2,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,3,2,0.59
46304,TZ463,Njombe,U,-8.845,34.816,-8.845,34.826,1.12,Makambako 1,Njombe,2,5.313,15.217,0.611,0.556,0.611,0.056,0.667,0.056,0.222,12116610,2.056,0.278,0,0,0,0.167,0.833,18,0.076,367904.333,46304,0,0,0,1,0,1,4,0,0,0,1,0,2,2,3,2,3,3,1,3,1,2,2,3,2,3,0,0,0,5,14,19,5,3,5,4,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,4,3,0.49
46305,TZ464,Njombe,U,-8.853,34.817,-8.851,34.819,0.29,Makambako 2,Njombe,2,15.35,10.545,0.478,0.565,0.522,0,0.478,0,0,19924486,2.304,0.087,0,0,0,0.391,0.69,23,0.091,318520.348,46305,0,0,1,0,0,1,3,0,0,1,0,0,2,2,3,1,1,3,1,3,1,1,2,1,2,3,0,0,0,11,9,20,4,2,4,2,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,3,2,0.51
46306,TZ465,Njombe,R,-8.84,34.95,-8.837,35.041,10.7,Kitandililo,Njombe,2,34.316,21.512,0,0.45,0,0,0.45,0.1,0,9664720,4.1,0.75,0.3,0.3,0.35,0.5,0,20,0.085,155438.55,46306,0,0,0,0,1,1,5,0,0,0,0,1,1,2,2,1,2,1,3,2,3,1,2,3,1,2,7,5,8,2,0,22,2,3,2,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,5,2,0.43
46307,TZ466,Katavi,R,-6.387,30.986,-6.426,30.987,4.31,Mbugani,Katavi,2,36.471,25.234,0,0.556,0.056,0,0.722,0.111,0,3090492,3.333,0.167,0.222,0.111,0.278,0.333,0.56,18,0.124,185307.389,46307,0,0,1,0,0,1,3,0,0,1,0,0,2,2,2,2,1,2,2,3,3,1,2,2,1,1,4,2,7,5,1,19,3,3,3,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,3,3,0.48
46308,TZ467,Katavi,U,-6.348,31.072,-6.344,31.072,0.44,Mpanda 1,Katavi,2,24.318,11.781,0.455,0.591,0.455,0,0.545,0.045,0.045,7622758,2.136,0.182,0,0.45,0.45,0.455,0.455,22,0.143,289145.409,46308,0,0,0,1,0,1,4,0,0,0,1,0,2,2,3,2,3,2,2,5,3,2,3,3,2,3,0,1,1,8,7,17,4,2,4,3,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,4,3,0.5
46309,TZ468,Katavi,U,-6.339,31.068,-6.333,31.063,0.87,Mpanda 2,Katavi,3,25.5,17.083,0.75,0.75,0.7,0.25,0.05,0.35,0,3728700,2.05,0.2,0,0,0,0.25,0.75,20,0.09,353717.35,46309,0,0,0,1,0,1,4,0,0,0,1,0,2,2,1,1,2,2,2,3,3,1,2,2,1,1,0,0,0,4,15,19,5,3,5,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,4,3,0.45
46310,TZ469,Katavi,U,-6.353,31.052,-6.348,31.054,0.68,Mpanda 3,Katavi,2,18.75,15.54,0.154,0.538,0.154,0,0.538,0,0.077,2463942,3.231,0.538,0.77,0.77,0.154,0.538,0.154,13,0.183,232880,46310,0,0,1,0,0,1,3,0,0,1,0,0,2,2,2,1,3,2,2,3,3,2,2,3,1,1,1,1,3,9,2,16,4,2,4,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,3,3,0.45
46311,TZ470,Katavi,U,-6.325,31.094,-6.329,31.1,0.77,Mpanda 4,Katavi,2,21.389,14.733,0.55,0.5,0.5,0.05,0.3,0,0,4239980,1.75,0.1,0,0,0,0.25,0.75,20,0.091,328913.9,46311,0,1,0,0,0,1,2,0,1,0,0,0,1,2,2,1,2,2,2,3,3,0,1,2,0,1,0,0,1,5,15,21,5,3,5,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,2,2,0.48
46312,TZ471,Katavi,U,-6.347,31.09,-6.352,31.101,1.33,Mpanda 5,Katavi,2,9.737,11.604,0.05,0.55,0.3,0,0.7,0,0,9778040,2.55,0.25,0,0,0.15,0.7,0.15,20,0.109,267455.35,46312,0,0,1,0,0,1,3,0,0,1,0,0,1,2,2,1,2,1,2,2,3,1,2,2,0,2,0,1,4,14,2,21,4,2,4,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,3,2,0.57
46313,TZ472,Katavi,R,-6.068,30.75,-6.082,30.931,20,Manuna,Katavi,1,22.059,8.671,0,0.176,0,0,0.647,0,0,3056209,3.882,0.294,0.588,0.353,0.59,0,0,17,0.074,133533.059,46313,1,0,0,0,0,1,1,1,0,0,0,0,1,2,3,1,2,1,1,1,1,1,2,2,0,1,10,5,1,0,0,16,1,2,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,2,0.57
46314,TZ473,Katavi,R,-6.171,30.281,-6.189,30.32,4.74,Munsalia,Katavi,2,32.778,14.473,0,0.722,0.056,0,0.889,0.056,0,4658112,4.167,0.111,0.167,0.222,0.5,0.111,0,18,0.1,172855.056,46314,1,0,0,0,0,1,1,1,0,0,0,0,1,2,3,1,2,1,2,2,3,1,2,2,1,1,3,6,7,4,0,20,3,3,3,3,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,2,0.6
46315,TZ474,Katavi,R,-6.324,30.901,-6.3,30.92,3.37,Italike,Katavi,2,13.75,9.984,0,0.7,0,0,0.6,0,0,8448980,3.25,0.5,0.15,0.35,0.4,0.1,0,20,0.08,162732.85,46315,1,0,0,0,0,1,1,1,0,0,0,0,1,2,3,1,2,1,2,2,1,1,2,2,0,2,4,6,9,2,0,21,2,3,3,3,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,2,0.61
46316,TZ475,Katavi,R,-6.559,30.913,-6.485,30.855,10.35,Iloba,Katavi,2,20.476,17.241,0,0.333,0.095,0,0.429,0.095,0,4887519,3.286,0.571,0.19,0.19,0.619,0,0,21,0.085,171364.095,46316,1,0,0,0,0,1,1,1,0,0,0,0,1,2,3,1,1,1,1,2,1,1,2,2,1,2,5,4,11,0,0,20,2,3,3,4,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,2,0.61
46317,TZ476,Katavi,U,-6.819,30.426,-6.823,30.44,1.62,Karema,Katavi,2,39.545,17.856,0,0.391,0.261,0,0.435,0.087,0.087,4783931,2.478,0.304,0,0,0.217,0.696,0.87,23,0.105,249168.957,46317,1,0,0,0,0,1,1,1,0,0,0,0,2,2,2,2,1,2,2,3,3,1,2,2,0,3,1,0,3,15,2,21,4,2,4,2,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,3,0.48
46318,TZ477,Katavi,R,-6.785,30.415,-6.747,30.408,4.27,Sumbwa,Katavi,2,10.263,4.852,0,0.5,0,0,0,0,0,3571220,3.55,0.45,0.15,0.3,0.55,0,0,20,0.069,168195.35,46318,0,1,0,0,0,1,2,0,1,0,0,0,1,2,2,2,2,2,3,1,3,0,1,1,0,3,3,5,9,0,0,17,2,3,3,3,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,2,3,0.43
46319,TZ478,Katavi,R,-5.792,31.073,-5.786,31.164,10.15,Ugalla,Katavi,2,28.519,16.161,0,0.172,0,0,0.759,0,0,9251957,3.931,0.241,0.759,0.172,0.34,0.34,0,29,0.087,135184.759,46319,1,0,0,0,0,1,1,1,0,0,0,0,1,2,2,1,2,2,2,1,3,1,2,1,0,3,15,3,1,1,0,20,1,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,2,0.58
46320,TZ479,Katavi,R,-6.724,32.112,-6.728,32.057,6.02,Inyonga,Katavi,1,30.909,22.995,0,0.321,0,0,0.982,0.107,0,20431488,3.732,0.286,0.67,0.214,0.143,0.36,0,56,0.107,139465.482,46320,0,0,1,0,0,1,3,0,0,1,0,0,1,2,2,1,2,2,2,3,3,2,2,2,2,1,11,6,3,1,0,21,2,2,1,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,3,3,0.42
46321,TZ480,Katavi,R,-7.325,31.371,-7.324,31.368,0.32,Mamba,Katavi,2,52.15,108.166,0,0.55,0.05,0,0.4,0,0,6467620,3.45,0.45,0.5,0.3,0.1,0.55,0,20,0.126,205122.8,46321,0,0,0,1,0,1,4,0,0,0,1,0,2,2,3,1,1,3,1,3,1,1,2,1,1,3,2,3,2,11,0,18,3,4,4,5,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,4,2,0.51
46322,TZ481,Katavi,R,-7.173,31.4,-7.252,31.395,8.74,Ng'wanone,Katavi,2,87.917,43.11,0,0.208,0,0,0.833,0,0,8189448,4.5,0.125,0.542,0.292,0.167,0,0,24,0.075,137873.458,46322,0,0,1,0,0,1,3,0,0,1,0,0,2,2,2,2,1,2,2,3,3,1,2,2,2,2,11,6,4,0,0,21,2,2,1,2,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,3,3,0.48
46323,TZ482,Katavi,R,-6.629,31.164,-6.625,31.143,2.45,Sitalike,Katavi,2,62.188,48.338,0.063,0.688,0.313,0,0.5,0.125,0,3524048,2.938,0.563,0.63,0,0.63,0.813,0.63,16,0.095,258545.813,46323,0,1,0,0,0,1,2,0,1,0,0,0,2,2,3,1,2,2,2,1,1,2,2,2,0,3,2,0,3,13,1,19,4,4,4,5,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,2,2,0.56
46324,TZ483,Katavi,R,-7.09,31.166,-7.108,31.168,1.99,Kibaoni,Katavi,2,13.043,11.154,0.25,0.375,0.167,0.083,0.5,0,0,6564480,3,0.208,0.167,0.333,0.25,0,0.25,24,0.203,207571.833,46324,0,1,0,0,0,1,2,0,1,0,0,0,2,2,2,2,3,2,2,3,1,1,2,3,0,3,5,5,7,1,3,21,3,3,3,3,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,2,3,0.46
46325,TZ484,Katavi,R,-6.474,31.018,-6.482,31,2.09,Itenka A,Katavi,2,13.846,11.602,0,0.593,0.111,0,0.667,0.037,0,7101513,4.259,0.296,0.185,0.37,0.333,0.111,0,27,0.108,168433.556,46325,1,0,0,0,0,1,1,1,0,0,0,0,1,2,2,1,2,1,2,1,1,1,2,2,0,3,6,5,6,2,0,19,2,3,2,2,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,2,0.61
46326,TZ485,Katavi,R,-7.112,31.437,-7.156,31.369,8.94,Chamalendi,Katavi,1,24.75,17.657,0,0.15,0,0,0.75,0.1,0,2738900,4.2,0.1,0.65,0.35,0,0,0,20,0.072,133610.4,46326,0,1,0,0,0,1,2,0,1,0,0,0,2,2,2,2,1,2,2,3,1,1,2,2,1,1,9,5,0,0,0,14,1,2,1,2,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,2,3,0.45
46327,TZ486,Katavi,R,-7.441,31.395,-7.431,31.384,1.73,Kilida Kona,Katavi,1,11.667,9.235,0,0.333,0,0,0.611,0.056,0,5399460,4.222,0.278,0.333,0.444,0.56,0.167,0,18,0.119,162906.722,46327,0,1,0,0,0,1,2,0,1,0,0,0,2,2,2,2,2,2,2,3,1,1,2,2,1,3,8,8,1,3,0,20,2,3,2,2,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,2,3,0.48
46328,TZ487,Simiyu,R,-2.629,34.197,-2.643,34.16,4.36,Nkololo,Simiyu,2,44.355,17.877,0,0.563,0,0,0.719,0.094,0,21893664,4.531,0.563,0.531,0.344,0.125,0,0,32,0.061,140908.906,46328,0,0,1,0,0,1,3,0,0,1,0,0,2,2,2,2,3,3,2,3,3,1,2,3,2,3,8,9,3,0,0,20,2,2,2,2,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,3,3,0.5
46329,TZ488,Simiyu,R,-2.754,34.009,-2.777,33.991,3.31,Somanda,Simiyu,2,43.382,16.775,0,0.368,0,0,0.816,0.079,0,21436560,4.132,0.605,0.289,0.474,0.211,0.26,0,38,0.072,153873.447,46329,0,0,0,0,1,1,5,0,0,0,0,1,2,2,2,2,3,2,3,3,3,2,2,3,0,1,7,10,4,1,0,22,2,3,2,2,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,5,3,0.49
46330,TZ489,Simiyu,R,-2.632,33.74,-2.646,33.729,1.99,Kilalo,Simiyu,2,35,21.968,0,0.333,0,0,0.741,0,0,36515826,4.444,0.333,0.333,0.444,0.148,0.74,0,27,0.103,152970.63,46330,1,0,0,0,0,1,1,1,0,0,0,0,1,2,3,1,2,1,2,1,1,2,2,2,1,1,5,10,5,1,0,21,2,3,2,3,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,2,0.58
46331,TZ490,Simiyu,R,-2.501,33.968,-2.508,33.965,0.89,Dutwa,Simiyu,2,30.667,18.65,0,0.333,0.2,0,0.7,0.233,0,65717070,2.867,0.267,0.2,0.167,0.367,0.167,0.1,30,0.174,193184.667,46331,0,0,1,0,0,1,3,0,0,1,0,0,2,2,3,2,1,2,3,3,3,1,2,1,0,1,3,5,9,3,1,21,3,3,3,4,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,3,3,0.45
46332,TZ491,Simiyu,R,-2.841,33.986,-2.808,33.989,3.62,Bariadi,Simiyu,2,23.542,18.736,0,0.593,0.111,0,0.741,0.185,0,38068083,2.63,0.185,0,0.37,0.259,0.593,0.111,27,0.117,230727.889,46332,0,0,0,1,0,1,4,0,0,0,1,0,2,3,2,2,3,2,2,3,3,2,3,3,2,3,0,1,7,10,2,20,4,5,4,5,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,4,4,0.46
46333,TZ492,Simiyu,R,-2.994,34.226,-3.021,34.193,4.77,Ntobo,Simiyu,1,29.815,13.97,0,0.276,0,0,0.552,0.069,0,28440329,4.138,0.276,0.27,0.517,0.276,0,0,29,0.071,156129.552,46333,0,1,0,0,0,1,2,0,1,0,0,0,1,2,2,1,2,1,2,2,3,1,2,2,0,1,4,12,5,0,0,21,2,3,2,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,2,2,0.57
46334,TZ493,Simiyu,R,-3.026,34.055,-3.057,33.986,8.52,Ng'walushi,Simiyu,2,33.25,25.302,0,0.381,0,0,0.857,0,0,12420534,4,0.143,0.143,0.381,0.476,0,0,21,0.069,165077,46334,0,0,1,0,0,1,3,0,0,1,0,0,2,2,3,1,1,2,2,2,1,1,2,2,1,2,3,8,8,0,0,19,2,3,2,3,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,3,2,0.47
46335,TZ494,Simiyu,U,-2.911,33.947,-2.908,33.937,1.12,Lugulu,Simiyu,2,39.412,23.734,0,0.243,0,0,0.432,0,0,9871526,3.378,0.405,0.649,0.189,0.135,0.27,0,37,0.181,126175.838,46335,1,0,1,0,0,2,2,0.5,0,0.5,0,0,2,2,3,2,3,2,2,3,3,1,2,2,2,2,11,5,4,1,0,21,2,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,2,3,0.45
46336,TZ495,Simiyu,R,-2.87,33.886,-2.838,33.942,7.11,Isanga,Simiyu,2,47.222,20.584,0,0.333,0,0,0.889,0.074,0,19733544,4.222,0.593,0.444,0.481,0.74,0,0,27,0.056,144972.333,46336,0,0,1,0,0,1,3,0,0,1,0,0,1,2,2,2,1,1,3,2,3,1,2,2,0,2,6,12,4,0,0,22,2,2,2,2,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,3,3,0.44
46337,TZ496,Simiyu,R,-3.557,34.495,-3.538,34.457,4.75,Paji,Simiyu,2,47.571,37.187,0,0.342,0.079,0,0.632,0.079,0,23069838,3.263,0.158,0.868,0.53,0,0.79,0,38,0.099,132479,46337,0,0,1,0,0,1,3,0,0,1,0,0,2,2,2,2,2,1,2,1,3,1,3,2,0,2,18,3,0,1,0,22,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,3,2,0.5
46338,TZ497,Simiyu,R,-3.206,34.388,-3.17,34.382,4.05,Sakasaka,Simiyu,1,35.097,18.192,0,0.125,0,0,0.5,0,0,15883968,4.438,0.781,0.313,0.656,0.31,0,0,32,0.06,143640.906,46338,0,1,0,0,0,1,2,0,1,0,0,0,1,2,2,1,2,2,2,3,3,1,2,2,1,1,6,15,1,0,0,22,2,2,2,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,2,2,0.43
46339,TZ498,Simiyu,R,-3.693,34.231,-3.722,34.26,4.58,Mwamanongu,Simiyu,1,53.833,41.95,0,0.387,0,0,0.839,0.161,0,18974201,4.548,0.194,0.774,0.161,0.32,0.32,0,31,0.088,129546.936,46339,0,1,0,0,0,1,2,0,1,0,0,0,1,2,2,2,1,2,1,1,1,2,2,2,0,3,16,4,1,1,0,22,1,2,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,2,2,0.49
46340,TZ499,Simiyu,R,-3.152,33.819,-3.174,33.802,3.09,Sola,Simiyu,2,36.379,21.872,0,0.433,0,0,0.667,0,0,28477380,3.267,0.2,0.567,0.333,0.1,0,0,30,0.079,137342.1,46340,0,0,1,0,0,1,3,0,0,1,0,0,1,2,1,1,2,2,2,3,3,1,3,2,0,1,9,8,3,0,0,20,2,2,2,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,3,3,0.47
46341,TZ500,Simiyu,R,-3.404,34.108,-3.42,34.098,2.08,Sanga-Mwalugesha,Simiyu,2,33.76,21.873,0.444,0.815,0.444,0.259,0.593,0.222,0.148,30073896,2.074,0.222,0.333,0.74,0,0.148,0.444,27,0.263,257098.222,46341,0,0,0,1,0,1,4,0,0,0,1,0,2,2,3,2,1,2,2,3,1,1,2,2,0,3,4,3,3,4,7,21,3,4,4,5,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,4,2,0.45
46342,TZ501,Simiyu,R,-3.313,33.691,-3.252,33.635,9.21,Isanga 2,Simiyu,2,32.2,12.916,0,0.32,0,0,0.6,0,0,22357350,3.64,0.24,0.88,0.8,0.4,0,0,25,0.071,124709.2,46342,0,0,1,0,0,1,3,0,0,1,0,0,2,2,2,1,1,2,2,2,3,1,2,2,0,2,20,1,1,0,0,22,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,3,3,0.47
46343,TZ502,Simiyu,R,-2.888,33.556,-2.952,33.603,8.85,Shishiyu,Simiyu,2,28.125,13.545,0.206,0.324,0.147,0,0.706,0.206,0,26196184,3.706,0.382,0.176,0.353,0.26,0.176,0.88,34,0.186,190710.912,46343,0,0,1,0,0,1,3,0,0,1,0,0,2,2,2,2,1,2,3,99,3,1,2,2,0,1,4,9,5,3,1,22,2,3,2,3,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,3,3,0.5
46344,TZ503,Simiyu,R,-3.147,33.812,-3.176,33.781,4.7,Budekwa,Simiyu,2,15.323,30.63,0.065,0.516,0.065,0,0.677,0.194,0,18917130,2.677,0.258,0.65,0.129,0.355,0.387,0.65,31,0.136,206217.903,46344,0,1,0,0,0,1,2,0,1,0,0,0,1,2,3,1,2,2,2,3,3,0,1,1,0,1,2,4,8,6,2,22,3,4,3,4,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,2,2,0.61
46345,TZ504,Simiyu,R,-2.41,33.601,-2.411,33.563,4.2,Nassa,Simiyu,2,28.75,18.753,0,0.125,0,0,0.5,0,0,11237104,3.25,0.188,0.63,0.5,0.375,0.63,0,16,0.083,160765.313,46345,0,1,1,0,0,2,2.5,0,0.5,0.5,0,0,2,2,3,2,2,2,2,3,3,2,2,2,1,1,2,8,7,2,0,19,2,3,2,3,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,3,3,0.46
46346,TZ505,Simiyu,U,-2.247,33.848,-2.242,33.846,0.56,Lamadi,Simiyu,2,8.864,11.332,0.542,0.583,0.583,0.125,0.333,0.292,0,6948984,2.792,0.667,0,0,0.125,0.458,0.417,24,0.124,309214.333,46346,0,0,1,0,0,1,3,0,0,1,0,0,2,3,2,2,1,2,2,3,3,1,2,3,0,1,0,0,3,10,7,20,4,2,4,2,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,3,3,0.49
46347,TZ506,Simiyu,R,-2.533,33.754,-2.493,33.846,11.15,Ngasamo,Simiyu,2,35.323,19.576,0,0.258,0,0,0.774,0.161,0,22555011,3.935,0.452,0.452,0.355,0.161,0.32,0,31,0.095,145464.355,46347,0,0,0,1,0,1,4,0,0,0,1,0,2,2,2,2,2,2,3,2,3,2,2,2,2,2,10,7,3,1,0,21,2,2,2,2,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,4,3,0.44
46348,TZ507,Geita,R,-2.611,31.967,-2.608,31.971,0.59,Senga,Geita,2,35.37,33.625,0,0.464,0,0,0.393,0,0,25570244,3,0.5,0.17,0.179,0.714,0,0,28,0.049,166437.857,46348,1,0,0,0,0,1,1,1,0,0,0,0,1,2,3,2,2,1,2,1,1,1,2,2,0,1,2,5,14,0,0,21,3,3,3,3,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,2,0.6
46349,TZ508,Geita,U,-2.519,32.006,-2.508,32.011,1.29,Nkome 1,Geita,2,27.292,29.488,0,0.8,0.12,0,0.8,0,0,23393925,3.52,0.16,0.16,0.4,0.36,0.44,0,25,0.151,205039.16,46349,0,1,0,0,0,1,2,0,1,0,0,0,2,2,3,2,2,2,2,3,1,1,2,1,2,3,3,2,6,9,0,20,3,1,3,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,2,2,0.52
